age,job,marital,education,housing,loan,duration,campaign,pdays,previous,emp.var.rate,nr.employed,subscribe
46,management,1,5,0,1,153,2,999,0,1.4,5228.1,0
47,blue-collar,1,1,0,1,110,1,999,0,1.4,5228.1,0
27,technician,0,4,0,0,198,1,999,0,1.4,5228.1,0
53,management,1,5,1,0,136,5,999,0,1.4,5228.1,0
55,technician,1,-1,0,0,173,8,999,0,1.4,5228.1,0
38,blue-collar,2,4,0,0,294,1,999,0,1.4,5228.1,0
27,technician,0,4,1,0,784,1,999,0,1.4,5228.1,1
40,admin.,1,5,1,0,310,1,999,0,1.4,5228.1,0
42,blue-collar,0,1,1,1,107,4,999,0,1.4,5228.1,0
31,self-employed,1,5,1,0,298,1,999,0,1.4,5228.1,0
43,admin.,0,4,1,0,110,1,999,0,1.4,5228.1,0
34,blue-collar,0,-1,0,1,1000,1,999,0,1.4,5228.1,1
39,admin.,0,4,1,0,361,1,999,0,1.4,5228.1,0
50,retired,1,6,1,0,695,1,999,0,1.4,5228.1,1
52,blue-collar,0,-1,0,1,137,11,999,0,1.4,5228.1,0
43,admin.,0,4,1,0,335,1,999,0,1.4,5228.1,0
44,admin.,1,-1,0,0,735,1,999,0,1.4,5228.1,1
28,blue-collar,0,3,0,0,75,1,999,0,1.4,5228.1,0
55,unemployed,1,4,1,1,57,5,999,0,1.4,5228.1,0
28,blue-collar,0,3,0,0,159,1,999,0,1.4,5228.1,0
39,admin.,0,4,1,0,337,1,999,0,1.4,5228.1,0
50,technician,1,5,0,1,337,2,999,0,1.4,5228.1,0
28,blue-collar,0,3,1,0,267,1,999,0,1.4,5228.1,0
28,blue-collar,0,3,0,0,803,1,999,0,1.4,5228.1,0
45,technician,1,5,1,0,115,1,999,0,1.4,5228.1,0
56,blue-collar,1,3,0,0,282,2,999,0,1.4,5228.1,0
32,blue-collar,1,6,1,0,168,1,999,0,1.4,5228.1,0
44,blue-collar,1,-1,0,0,18,2,999,0,1.4,5228.1,0
48,admin.,1,5,0,0,54,1,999,0,1.4,5228.1,0
38,technician,0,-1,1,0,172,1,999,0,1.4,5228.1,0
32,blue-collar,1,6,0,0,256,1,999,0,1.4,5228.1,0
25,technician,0,4,0,1,112,2,999,0,1.4,5228.1,0
36,services,0,4,1,0,862,1,999,0,1.4,5228.1,1
45,technician,2,-1,0,0,134,1,999,0,1.4,5228.1,0
52,admin.,1,4,0,0,324,1,999,0,1.4,5228.1,0
44,blue-collar,1,1,1,0,65,5,999,0,1.4,5228.1,0
40,admin.,0,5,1,0,250,1,999,0,1.4,5228.1,0
40,admin.,0,5,1,0,198,1,999,0,1.4,5228.1,0
40,admin.,0,5,0,0,241,1,999,0,1.4,5228.1,0
60,retired,1,4,1,0,79,2,999,0,1.4,5228.1,0
42,blue-collar,0,1,1,0,112,2,999,0,1.4,5228.1,0
56,technician,1,-1,1,0,86,4,999,0,1.4,5228.1,0
50,admin.,1,5,1,0,127,1,999,0,1.4,5228.1,0
48,admin.,2,5,1,0,246,2,999,0,1.4,5228.1,0
51,retired,1,3,1,0,50,1,999,0,1.4,5228.1,0
43,admin.,0,4,1,0,71,2,999,0,1.4,5228.1,0
35,services,0,3,0,0,61,2,999,0,1.4,5228.1,0
39,self-employed,1,2,1,0,40,1,999,0,1.4,5228.1,0
53,retired,1,4,0,0,720,2,999,0,1.4,5228.1,0
40,technician,1,6,0,0,175,1,999,0,1.4,5228.1,0
40,technician,1,6,0,0,234,1,999,0,1.4,5228.1,0
27,admin.,1,5,1,0,226,1,999,0,1.4,5228.1,0
27,admin.,1,5,-1,-1,352,1,999,0,1.4,5228.1,0
52,blue-collar,1,-1,0,0,227,1,999,0,1.4,5228.1,0
39,admin.,1,4,1,0,214,1,999,0,1.4,5228.1,0
56,self-employed,1,3,0,0,571,1,999,0,1.4,5228.1,0
32,blue-collar,1,1,0,0,110,1,999,0,1.4,5228.1,0
29,services,0,5,0,0,246,1,999,0,1.4,5228.1,0
51,technician,2,6,0,0,63,1,999,0,1.4,5228.1,0
56,blue-collar,1,3,1,0,113,3,999,0,1.4,5228.1,0
38,admin.,1,5,0,0,188,5,999,0,1.4,5228.1,0
34,technician,1,5,1,0,133,2,999,0,1.4,5228.1,0
42,technician,0,6,1,0,98,1,999,0,1.4,5228.1,0
47,blue-collar,1,2,0,0,51,1,999,0,1.4,5228.1,0
33,blue-collar,1,3,0,0,286,2,999,0,1.4,5228.1,0
27,technician,0,-1,1,0,238,1,999,0,1.4,5228.1,0
45,admin.,1,6,0,0,49,1,999,0,1.4,5228.1,0
35,management,1,5,0,0,102,2,999,0,1.4,5228.1,0
48,admin.,0,4,0,1,18,7,999,0,1.4,5228.1,0
52,admin.,1,4,0,0,795,1,999,0,1.4,5228.1,0
46,technician,2,5,1,0,1946,4,999,0,1.4,5228.1,1
56,blue-collar,1,3,1,0,560,1,999,0,1.4,5228.1,0
45,admin.,1,4,1,0,172,2,999,0,1.4,5228.1,0
57,blue-collar,1,1,0,1,77,1,999,0,1.4,5228.1,0
50,admin.,1,5,0,0,99,1,999,0,1.4,5228.1,0
57,blue-collar,1,1,1,0,153,1,999,0,1.4,5228.1,0
60,retired,1,4,1,0,297,2,999,0,1.4,5228.1,0
60,retired,1,2,0,0,135,1,999,0,1.4,5228.1,0
60,retired,1,2,0,0,95,1,999,0,1.4,5228.1,0
57,blue-collar,1,1,1,0,182,1,999,0,1.4,5228.1,0
31,admin.,0,4,0,0,168,2,999,0,1.4,5228.1,0
51,technician,2,-1,1,0,102,1,999,0,1.4,5228.1,0
51,blue-collar,1,1,0,0,46,1,999,0,1.4,5228.1,0
45,admin.,1,6,0,0,1106,1,999,0,1.4,5228.1,0
49,admin.,2,4,1,0,81,2,999,0,1.4,5228.1,0
59,blue-collar,1,-1,0,0,124,2,999,0,1.4,5228.1,0
56,blue-collar,1,3,0,0,236,8,999,0,1.4,5228.1,0
43,blue-collar,1,4,1,1,132,5,999,0,1.4,5228.1,0
31,entrepreneur,1,5,1,0,94,2,999,0,1.4,5228.1,0
54,unemployed,1,4,0,0,203,1,999,0,1.4,5228.1,0
28,blue-collar,0,3,0,1,184,2,999,0,1.4,5228.1,0
50,technician,1,5,0,0,146,1,999,0,1.4,5228.1,0
57,retired,0,1,0,0,102,4,999,0,1.4,5228.1,0
39,admin.,1,4,0,0,184,2,999,0,1.4,5228.1,0
50,technician,1,5,1,0,367,1,999,0,1.4,5228.1,0
47,admin.,1,2,1,0,426,1,999,0,1.4,5228.1,0
45,admin.,2,4,1,0,800,2,999,0,1.4,5228.1,0
58,retired,1,6,1,0,96,2,999,0,1.4,5228.1,0
46,technician,2,5,0,1,165,3,999,0,1.4,5228.1,0
55,blue-collar,1,3,0,0,357,1,999,0,1.4,5228.1,0
41,self-employed,1,3,1,0,177,2,999,0,1.4,5228.1,0
53,technician,1,6,0,0,69,1,999,0,1.4,5228.1,0
54,retired,1,6,1,0,72,1,999,0,1.4,5228.1,0
53,technician,1,6,0,0,209,1,999,0,1.4,5228.1,0
59,retired,2,3,1,0,362,8,999,0,1.4,5228.1,1
40,blue-collar,1,3,0,1,49,1,999,0,1.4,5228.1,0
51,housemaid,1,1,1,0,135,2,999,0,1.4,5228.1,0
28,blue-collar,0,3,1,1,132,5,999,0,1.4,5228.1,0
56,technician,1,-1,1,0,177,1,999,0,1.4,5228.1,0
27,admin.,1,5,0,0,67,5,999,0,1.4,5228.1,0
49,admin.,1,4,0,1,204,1,999,0,1.4,5228.1,0
57,admin.,0,-1,1,0,153,2,999,0,1.4,5228.1,0
51,services,1,4,1,1,239,5,999,0,1.4,5228.1,0
38,technician,0,-1,0,0,337,2,999,0,1.4,5228.1,0
54,technician,1,6,1,0,149,1,999,0,1.4,5228.1,0
51,blue-collar,1,3,1,0,97,1,999,0,1.4,5228.1,0
41,admin.,1,3,1,0,471,2,999,0,1.4,5228.1,0
48,admin.,0,4,1,1,214,2,999,0,1.4,5228.1,0
54,technician,1,6,0,0,796,1,999,0,1.4,5228.1,0
58,retired,1,6,1,0,51,4,999,0,1.4,5228.1,0
55,management,1,3,1,0,106,3,999,0,1.4,5228.1,0
52,blue-collar,1,3,1,0,211,2,999,0,1.4,5228.1,0
42,admin.,1,4,1,0,311,6,999,0,1.4,5228.1,0
34,technician,1,5,1,1,483,3,999,0,1.4,5228.1,0
58,retired,1,6,1,1,605,1,999,0,1.4,5228.1,0
50,blue-collar,1,3,1,1,110,1,999,0,1.4,5228.1,0
48,blue-collar,1,1,0,0,276,1,999,0,1.4,5228.1,0
53,admin.,1,5,0,0,120,1,999,0,1.4,5228.1,0
54,retired,1,6,0,1,39,3,999,0,1.4,5228.1,0
39,admin.,1,5,1,0,127,1,999,0,1.4,5228.1,0
52,blue-collar,1,1,0,0,80,1,999,0,1.4,5228.1,0
59,retired,2,5,0,0,87,1,999,0,1.4,5228.1,0
28,blue-collar,0,3,0,0,66,2,999,0,1.4,5228.1,0
42,admin.,0,4,0,0,163,1,999,0,1.4,5228.1,0
54,unemployed,1,4,1,0,83,2,999,0,1.4,5228.1,0
51,technician,2,-1,0,0,511,1,999,0,1.4,5228.1,0
28,technician,0,-1,1,0,184,1,999,0,1.4,5228.1,0
35,services,0,3,0,0,102,5,999,0,1.4,5228.1,0
28,blue-collar,0,3,0,0,53,5,999,0,1.4,5228.1,0
39,admin.,1,5,0,0,743,13,999,0,1.4,5228.1,1
55,retired,1,1,1,0,129,3,999,0,1.4,5228.1,0
55,retired,1,1,1,1,258,1,999,0,1.4,5228.1,0
52,blue-collar,1,1,1,0,2015,1,999,0,1.4,5228.1,1
56,admin.,1,5,0,0,98,1,999,0,1.4,5228.1,0
48,self-employed,2,6,0,0,657,2,999,0,1.4,5228.1,0
53,management,1,5,1,0,199,1,999,0,1.4,5228.1,0
54,blue-collar,1,3,0,0,261,3,999,0,1.4,5228.1,0
26,services,1,4,1,0,442,12,999,0,1.4,5228.1,0
60,management,1,5,0,0,241,2,999,0,1.4,5228.1,0
49,technician,1,6,1,1,152,1,999,0,1.4,5228.1,0
32,admin.,0,4,1,0,147,2,999,0,1.4,5228.1,0
55,unemployed,1,4,1,1,730,1,999,0,1.4,5228.1,0
52,blue-collar,1,1,1,0,36,1,999,0,1.4,5228.1,0
30,technician,1,4,0,0,1161,26,999,0,1.4,5228.1,0
58,admin.,1,3,0,0,90,7,999,0,1.4,5228.1,0
50,technician,1,5,0,0,95,1,999,0,1.4,5228.1,0
38,blue-collar,1,4,0,0,102,2,999,0,1.4,5228.1,0
56,admin.,1,5,1,1,374,2,999,0,1.4,5228.1,0
36,services,1,4,0,0,468,4,999,0,1.4,5228.1,0
51,entrepreneur,1,2,0,0,141,3,999,0,1.4,5228.1,0
32,entrepreneur,2,5,0,0,155,4,999,0,1.4,5228.1,0
50,housemaid,1,1,-1,-1,356,9,999,0,1.4,5228.1,0
46,technician,2,5,0,0,147,2,999,0,1.4,5228.1,0
45,admin.,1,2,0,1,268,2,999,0,1.4,5228.1,0
47,admin.,1,5,0,0,84,3,999,0,1.4,5228.1,0
41,admin.,1,3,0,0,259,2,999,0,1.4,5228.1,0
57,entrepreneur,2,4,-1,-1,360,13,999,0,1.4,5228.1,0
55,retired,1,6,1,0,1031,8,999,0,1.4,5228.1,1
46,technician,1,6,-1,-1,1368,2,999,0,1.4,5228.1,0
51,services,1,4,1,0,507,1,999,0,1.4,5228.1,0
42,admin.,1,5,0,0,148,1,999,0,1.4,5228.1,0
27,technician,0,-1,1,0,266,6,999,0,1.4,5228.1,0
36,unknown,0,-1,0,0,295,2,999,0,1.4,5228.1,0
58,services,1,4,0,0,134,1,999,0,1.4,5228.1,0
33,technician,0,4,1,0,270,1,999,0,1.4,5228.1,0
33,services,1,4,1,0,396,1,999,0,1.4,5228.1,0
28,services,0,4,1,0,273,1,999,0,1.4,5228.1,0
58,services,1,4,1,0,72,30,999,0,1.4,5228.1,0
42,blue-collar,0,1,-1,-1,385,1,999,0,1.4,5228.1,0
52,admin.,2,4,0,0,87,5,999,0,1.4,5228.1,0
43,technician,1,6,0,0,161,7,999,0,1.4,5228.1,0
51,entrepreneur,1,2,1,0,92,15,999,0,1.4,5228.1,0
53,retired,1,6,0,0,124,2,999,0,1.4,5228.1,0
39,self-employed,1,5,0,0,356,3,999,0,1.4,5228.1,0
49,technician,1,6,0,0,394,2,999,0,1.4,5228.1,0
51,admin.,1,5,0,0,293,4,999,0,1.4,5228.1,0
48,admin.,0,4,0,0,135,2,999,0,1.4,5228.1,0
60,technician,1,4,0,0,590,8,999,0,1.4,5228.1,1
28,services,1,4,0,1,200,3,999,0,1.4,5228.1,0
46,student,0,-1,1,0,587,5,999,0,1.4,5228.1,0
59,retired,1,3,0,0,1330,3,999,0,1.4,5228.1,1
45,blue-collar,1,1,0,0,194,2,999,0,1.4,5228.1,0
49,admin.,2,4,1,0,238,4,999,0,1.4,5228.1,0
52,admin.,1,5,0,1,171,1,999,0,1.4,5228.1,0
35,unemployed,0,3,0,0,936,1,999,0,1.4,5228.1,0
35,management,2,5,0,0,210,4,999,0,1.4,5228.1,0
27,admin.,0,5,0,1,83,10,999,0,1.4,5228.1,0
52,services,1,4,1,0,946,3,999,0,1.4,5228.1,1
31,services,1,4,0,1,1319,2,999,0,1.4,5228.1,0
43,entrepreneur,1,5,0,1,250,3,999,0,1.4,5228.1,0
58,technician,1,1,0,1,103,3,999,0,1.4,5228.1,0
59,admin.,1,-1,1,0,150,2,999,0,1.4,5228.1,0
54,admin.,1,5,0,0,67,3,999,0,1.4,5228.1,0
51,entrepreneur,1,2,1,1,124,2,999,0,1.4,5228.1,0
52,blue-collar,1,1,1,1,85,3,999,0,1.4,5228.1,0
57,retired,0,1,0,1,93,11,999,0,1.4,5228.1,0
53,retired,1,4,1,0,99,7,999,0,1.4,5228.1,0
59,retired,1,4,1,0,1448,17,999,0,1.4,5228.1,1
52,blue-collar,1,3,0,1,432,3,999,0,1.4,5228.1,0
32,admin.,0,4,1,0,143,3,999,0,1.4,5228.1,0
35,unemployed,0,3,1,1,50,3,999,0,1.4,5228.1,0
42,self-employed,1,1,1,0,126,3,999,0,1.4,5228.1,0
56,services,1,4,0,1,87,4,999,0,1.4,5228.1,0
42,admin.,1,5,0,1,400,2,999,0,1.4,5228.1,0
46,student,0,-1,1,0,279,4,999,0,1.4,5228.1,1
44,blue-collar,1,3,0,1,185,3,999,0,1.4,5228.1,0
38,admin.,2,4,1,1,164,4,999,0,1.4,5228.1,0
56,admin.,1,5,0,1,188,9,999,0,1.4,5228.1,0
53,technician,1,6,0,1,118,3,999,0,1.4,5228.1,0
56,admin.,1,4,1,0,661,4,999,0,1.4,5228.1,1
57,admin.,0,-1,0,0,137,7,999,0,1.4,5228.1,0
48,admin.,0,4,1,0,237,5,999,0,1.4,5228.1,0
58,unemployed,2,4,0,0,195,6,999,0,1.4,5228.1,0
47,blue-collar,1,2,1,1,138,4,999,0,1.4,5228.1,0
25,management,0,5,1,1,114,5,999,0,1.4,5228.1,0
42,management,1,4,1,0,96,3,999,0,1.4,5228.1,0
46,technician,2,5,0,0,65,2,999,0,1.4,5228.1,0
45,blue-collar,1,1,0,0,144,2,999,0,1.4,5228.1,0
58,blue-collar,1,1,1,0,198,4,999,0,1.4,5228.1,0
53,blue-collar,1,-1,1,0,386,2,999,0,1.4,5228.1,0
51,admin.,0,5,0,0,163,5,999,0,1.4,5228.1,0
28,admin.,0,4,0,1,63,12,999,0,1.4,5228.1,0
56,technician,1,-1,1,1,84,3,999,0,1.4,5228.1,0
56,technician,1,3,0,0,188,14,999,0,1.4,5228.1,0
40,admin.,2,3,1,1,481,3,999,0,1.4,5228.1,0
28,blue-collar,0,3,0,0,1369,9,999,0,1.4,5228.1,1
39,admin.,1,5,0,0,653,4,999,0,1.4,5228.1,1
50,retired,1,6,1,1,460,5,999,0,1.4,5228.1,0
44,blue-collar,1,3,0,0,41,3,999,0,1.4,5228.1,0
50,blue-collar,1,3,1,0,282,9,999,0,1.4,5228.1,0
54,technician,1,6,0,1,395,6,999,0,1.4,5228.1,0
49,technician,1,6,1,0,190,4,999,0,1.4,5228.1,0
55,blue-collar,1,3,1,0,71,7,999,0,1.4,5228.1,0
55,admin.,2,6,0,0,68,4,999,0,1.4,5228.1,0
46,admin.,1,4,1,0,151,2,999,0,1.4,5228.1,0
43,admin.,1,4,1,1,32,2,999,0,1.4,5228.1,0
44,management,1,4,1,0,102,6,999,0,1.4,5228.1,0
47,technician,2,6,1,0,147,2,999,0,1.4,5228.1,0
42,unknown,0,5,1,0,93,3,999,0,1.4,5228.1,0
44,blue-collar,1,3,0,0,29,12,999,0,1.4,5228.1,0
48,services,1,4,1,1,63,5,999,0,1.4,5228.1,0
55,blue-collar,1,3,0,0,40,3,999,0,1.4,5228.1,0
36,admin.,1,5,1,1,230,2,999,0,1.4,5228.1,0
42,unknown,1,-1,1,0,33,2,999,0,1.4,5228.1,0
54,housemaid,2,5,1,0,57,4,999,0,1.4,5228.1,0
54,technician,1,2,1,0,177,17,999,0,1.4,5228.1,0
30,blue-collar,0,3,1,1,52,6,999,0,1.4,5228.1,0
42,entrepreneur,0,5,0,0,49,2,999,0,1.4,5228.1,0
45,entrepreneur,0,5,0,0,123,5,999,0,1.4,5228.1,0
59,admin.,2,4,1,1,44,2,999,0,1.4,5228.1,0
42,self-employed,1,5,0,0,243,30,999,0,1.4,5228.1,0
51,blue-collar,1,3,0,0,41,5,999,0,1.4,5228.1,0
50,management,2,5,0,0,60,6,999,0,1.4,5228.1,0
44,technician,2,5,1,1,31,3,999,0,1.4,5228.1,0
40,admin.,2,4,1,1,52,10,999,0,1.4,5228.1,0
37,student,1,-1,1,0,110,17,999,0,1.4,5228.1,0
51,technician,1,3,1,1,33,2,999,0,1.4,5228.1,0
49,unknown,-1,-1,1,1,49,9,999,0,1.4,5228.1,0
44,admin.,1,4,0,0,327,2,999,0,1.4,5228.1,0
47,technician,0,6,1,0,108,2,999,0,1.4,5228.1,0
41,services,1,4,1,1,95,2,999,0,1.4,5228.1,0
44,services,2,4,0,0,119,3,999,0,1.4,5228.1,0
56,admin.,2,2,0,1,234,2,999,0,1.4,5228.1,0
47,management,0,5,0,0,261,3,999,0,1.4,5228.1,0
56,management,1,3,1,0,180,3,999,0,1.4,5228.1,0
41,services,1,4,1,0,56,8,999,0,1.4,5228.1,0
51,retired,2,6,1,0,70,3,999,0,1.4,5228.1,0
42,admin.,1,3,1,0,163,2,999,0,1.4,5228.1,0
40,blue-collar,1,2,1,0,62,2,999,0,1.4,5228.1,0
37,admin.,1,5,1,0,110,5,999,0,1.4,5228.1,0
45,admin.,1,4,1,0,386,3,999,0,1.4,5228.1,0
34,admin.,1,4,1,0,295,3,999,0,1.4,5228.1,0
43,blue-collar,1,3,0,0,458,6,999,0,1.4,5228.1,1
51,admin.,2,5,0,0,117,3,999,0,1.4,5228.1,0
49,admin.,1,4,1,0,69,11,999,0,1.4,5228.1,0
43,admin.,0,5,1,0,48,20,999,0,1.4,5228.1,0
36,blue-collar,1,3,1,0,57,5,999,0,1.4,5228.1,0
50,management,2,5,0,0,983,2,999,0,1.4,5228.1,1
47,technician,0,6,1,0,365,3,999,0,1.4,5228.1,1
42,self-employed,1,5,0,1,95,2,999,0,1.4,5228.1,0
36,blue-collar,0,3,0,0,31,2,999,0,1.4,5228.1,0
38,technician,1,5,1,0,55,5,999,0,1.4,5228.1,0
48,services,1,4,1,0,49,6,999,0,1.4,5228.1,0
44,blue-collar,0,4,0,0,193,2,999,0,1.4,5228.1,0
56,blue-collar,1,1,0,0,36,1,999,0,1.4,5228.1,0
59,retired,1,5,1,0,664,7,999,0,1.4,5228.1,1
40,blue-collar,1,6,1,0,108,3,999,0,1.4,5228.1,0
38,technician,1,6,0,0,110,2,999,0,1.4,5228.1,0
46,services,1,4,0,0,57,2,999,0,1.4,5228.1,0
46,management,1,5,0,0,89,2,999,0,1.4,5228.1,0
44,blue-collar,0,4,0,0,699,2,999,0,1.4,5228.1,1
37,admin.,2,4,0,1,131,6,999,0,1.4,5228.1,0
43,services,1,2,0,0,463,1,999,0,1.4,5228.1,0
43,services,1,2,1,1,228,1,999,0,1.4,5228.1,0
31,management,0,5,1,0,30,2,999,0,1.4,5228.1,0
55,admin.,1,4,1,0,700,1,999,0,1.4,5228.1,1
53,admin.,1,5,1,1,124,2,999,0,1.4,5228.1,0
43,management,1,5,0,1,219,2,999,0,1.4,5228.1,0
45,services,1,6,1,1,307,1,999,0,1.4,5228.1,0
41,services,1,4,1,0,82,2,999,0,1.4,5228.1,0
51,admin.,2,5,1,0,151,2,999,0,1.4,5228.1,0
47,management,0,5,1,0,106,2,999,0,1.4,5228.1,0
58,retired,1,-1,1,0,121,1,999,0,1.4,5228.1,0
48,services,1,4,1,1,115,7,999,0,1.4,5228.1,0
43,services,1,2,-1,-1,939,2,999,0,1.4,5228.1,1
51,management,1,5,0,0,60,2,999,0,1.4,5228.1,0
45,admin.,2,5,1,1,340,1,999,0,1.4,5228.1,0
57,technician,1,6,1,0,54,2,999,0,1.4,5228.1,0
44,technician,2,5,0,0,73,2,999,0,1.4,5228.1,0
58,retired,2,1,1,0,362,5,999,0,1.4,5228.1,0
43,management,1,5,1,1,746,1,999,0,1.4,5228.1,0
58,retired,1,-1,1,0,22,1,999,0,1.4,5228.1,0
59,admin.,2,1,1,1,745,6,999,0,1.4,5228.1,1
38,admin.,1,4,1,0,319,2,999,0,1.4,5228.1,0
30,admin.,1,4,0,0,219,1,999,0,1.4,5228.1,0
43,technician,2,4,1,1,200,1,999,0,1.4,5228.1,0
58,retired,1,-1,1,0,174,1,999,0,1.4,5228.1,0
51,technician,1,3,0,0,136,4,999,0,1.4,5228.1,0
44,technician,2,5,0,0,154,1,999,0,1.4,5228.1,0
40,blue-collar,1,6,0,0,108,5,999,0,1.4,5228.1,0
46,management,1,5,0,0,87,3,999,0,1.4,5228.1,0
57,technician,1,6,0,0,68,2,999,0,1.4,5228.1,0
57,self-employed,1,5,-1,-1,644,1,999,0,1.4,5228.1,0
59,blue-collar,1,2,1,0,108,7,999,0,1.4,5228.1,0
47,housemaid,1,1,1,0,148,1,999,0,1.4,5228.1,0
56,services,1,5,0,0,139,2,999,0,1.4,5228.1,0
39,blue-collar,1,4,1,0,84,4,999,0,1.4,5228.1,0
40,blue-collar,1,6,0,0,240,2,999,0,1.4,5228.1,0
57,admin.,1,3,0,0,194,3,999,0,1.4,5228.1,0
47,blue-collar,1,6,1,1,330,4,999,0,1.4,5228.1,0
58,admin.,0,-1,0,0,228,1,999,0,1.4,5228.1,0
46,management,1,5,0,0,662,2,999,0,1.4,5228.1,1
53,services,1,-1,1,0,60,1,999,0,1.4,5228.1,0
57,self-employed,1,5,1,0,40,1,999,0,1.4,5228.1,0
55,unknown,-1,-1,1,0,230,1,999,0,1.4,5228.1,0
31,admin.,0,5,0,0,173,1,999,0,1.4,5228.1,0
47,housemaid,1,1,0,0,78,1,999,0,1.4,5228.1,0
59,retired,1,3,0,0,551,4,999,0,1.4,5228.1,0
50,management,2,5,0,0,130,7,999,0,1.4,5228.1,0
58,admin.,0,-1,0,1,49,1,999,0,1.4,5228.1,0
49,blue-collar,1,-1,0,0,295,2,999,0,1.4,5228.1,0
47,housemaid,1,1,0,0,139,1,999,0,1.4,5228.1,0
44,management,1,4,1,0,13,1,999,0,1.4,5228.1,0
47,housemaid,1,1,1,0,367,1,999,0,1.4,5228.1,0
44,management,1,4,0,0,137,1,999,0,1.4,5228.1,0
42,self-employed,1,5,0,0,97,2,999,0,1.4,5228.1,0
55,admin.,1,5,0,0,73,4,999,0,1.4,5228.1,0
44,management,1,4,1,0,126,1,999,0,1.4,5228.1,0
44,management,1,4,0,0,164,1,999,0,1.4,5228.1,0
39,admin.,0,5,1,0,50,3,999,0,1.4,5228.1,0
42,admin.,1,5,0,0,24,12,999,0,1.4,5228.1,0
42,self-employed,1,5,0,0,84,2,999,0,1.4,5228.1,0
43,services,1,2,0,0,547,3,999,0,1.4,5228.1,0
44,management,1,4,0,1,292,1,999,0,1.4,5228.1,0
50,unknown,1,-1,0,0,53,1,999,0,1.4,5228.1,0
56,blue-collar,1,1,0,0,241,6,999,0,1.4,5228.1,0
44,management,1,4,1,0,418,1,999,0,1.4,5228.1,0
44,services,2,4,1,1,112,1,999,0,1.4,5228.1,0
57,retired,1,1,0,1,65,5,999,0,1.4,5228.1,0
42,admin.,1,4,1,1,388,1,999,0,1.4,5228.1,0
53,unemployed,1,2,0,0,273,1,999,0,1.4,5228.1,0
59,housemaid,2,-1,0,0,103,3,999,0,1.4,5228.1,0
44,services,2,4,1,1,1169,1,999,0,1.4,5228.1,1
46,admin.,2,5,1,0,59,4,999,0,1.4,5228.1,0
40,blue-collar,1,6,1,1,431,1,999,0,1.4,5228.1,1
50,unknown,1,-1,1,0,143,1,999,0,1.4,5228.1,0
43,services,1,2,1,1,405,3,999,0,1.4,5228.1,0
49,admin.,1,4,1,1,263,1,999,0,1.4,5228.1,0
40,self-employed,1,-1,0,0,143,9,999,0,1.4,5228.1,0
40,admin.,2,4,0,0,837,2,999,0,1.4,5228.1,1
45,services,1,6,1,0,19,23,999,0,1.4,5228.1,0
36,blue-collar,1,3,0,0,63,1,999,0,1.4,5228.1,0
45,admin.,1,4,0,1,55,1,999,0,1.4,5228.1,0
51,services,1,4,1,0,596,3,999,0,1.4,5228.1,1
37,admin.,1,5,1,0,35,1,999,0,1.4,5228.1,0
47,housemaid,1,1,0,0,71,3,999,0,1.4,5228.1,0
38,admin.,2,5,0,0,101,3,999,0,1.4,5228.1,0
43,services,1,4,0,0,337,1,999,0,1.4,5228.1,0
43,services,1,2,1,0,65,4,999,0,1.4,5228.1,0
42,unknown,1,-1,1,0,48,9,999,0,1.4,5228.1,0
45,services,1,4,0,0,174,1,999,0,1.4,5228.1,0
45,admin.,1,4,1,0,201,1,999,0,1.4,5228.1,0
45,admin.,2,2,0,1,296,1,999,0,1.4,5228.1,0
35,entrepreneur,0,5,0,0,180,3,999,0,1.4,5228.1,0
37,admin.,1,5,0,0,332,1,999,0,1.4,5228.1,0
56,blue-collar,1,1,0,0,55,3,999,0,1.4,5228.1,0
45,admin.,1,4,0,1,301,1,999,0,1.4,5228.1,0
51,admin.,2,5,0,0,359,1,999,0,1.4,5228.1,0
54,blue-collar,1,1,0,0,54,1,999,0,1.4,5228.1,0
51,technician,1,3,1,0,114,1,999,0,1.4,5228.1,0
59,admin.,2,4,1,0,86,3,999,0,1.4,5228.1,0
55,admin.,2,5,1,0,404,2,999,0,1.4,5228.1,0
34,blue-collar,0,4,1,0,435,2,999,0,1.4,5228.1,0
57,admin.,1,5,0,1,231,3,999,0,1.4,5228.1,0
40,blue-collar,1,1,1,1,40,5,999,0,1.4,5228.1,0
43,admin.,0,5,1,0,73,6,999,0,1.4,5228.1,0
45,admin.,2,4,0,0,300,1,999,0,1.4,5228.1,0
48,services,1,4,1,0,193,6,999,0,1.4,5228.1,0
44,management,1,4,0,1,73,5,999,0,1.4,5228.1,0
58,retired,1,1,0,0,22,18,999,0,1.4,5228.1,0
47,technician,1,3,1,0,502,2,999,0,1.4,5228.1,0
47,self-employed,1,5,0,1,83,4,999,0,1.4,5228.1,0
51,admin.,2,5,1,0,289,4,999,0,1.4,5228.1,0
54,management,2,6,0,0,89,1,999,0,1.4,5228.1,0
48,services,1,4,0,0,157,3,999,0,1.4,5228.1,0
51,admin.,2,5,1,0,438,2,999,0,1.4,5228.1,0
55,technician,1,6,0,0,155,1,999,0,1.4,5228.1,0
40,blue-collar,1,6,0,0,189,1,999,0,1.4,5228.1,0
40,blue-collar,1,6,1,0,96,3,999,0,1.4,5228.1,0
39,admin.,0,5,1,1,25,18,999,0,1.4,5228.1,0
44,services,2,4,1,1,395,2,999,0,1.4,5228.1,0
